# 1      Please keep this file sorted alphabetically (ascending) and clear of duplicates
# 2      In VS Code you can do this with:
# 3      ctrl+shift+p > Delete Duplicate Lines
# 4      ctrl+shift+p > Sort Lines Ascending
# 5
# 6      Format:
# 7      manifest | source code
https://raw.githubusercontent.com/SloMR/jellyfin-plugin-dedupe-continue-watching/main/manifest.json | https://github.com/SloMR/jellyfin-plugin-dedupe-continue-watching
https://raw.githubusercontent.com/SpeeDFireCZE/jellycanvas/main/manifest.json | https://github.com/SpeeDFireCZE/jellycanvas
https://raw.githubusercontent.com/spkesDE/jellyfin-featured-plugin/main/manifest.json | https://github.com/spkesDE/jellyfin-featured-plugin
https://raw.githubusercontent.com/spkesDE/jellyfin-media-preview-plugin/main/manifest.json | https://github.com/spkesDE/jellyfin-media-preview-plugin
https://raw.githubusercontent.com/storm1er/jellyfin-plugin-awesome-library-cleaner/refs/heads/main/manifest.json | https://github.com/storm1er/jellyfin-plugin-awesome-library-cleaner
https://raw.githubusercontent.com/streamyfin/jellyfin-plugin-streamyfin/main/manifest.json | https://github.com/streamyfin/jellyfin-plugin-streamyfin
https://raw.githubusercontent.com/superuser404notfound/jellyfin-plugin-language-aware-images/main/manifest.json | https://github.com/superuser404notfound/jellyfin-plugin-language-aware-images
https://raw.githubusercontent.com/te9c/jellyfin-plugin-shikimori/main/manifest.json | https://github.com/te9c/jellyfin-plugin-shikimori
https://raw.githubusercontent.com/TheAceOfficials/BetterPoster-for-Jellyfin/main/manifest.json | https://github.com/TheAceOfficials/BetterPoster-for-Jellyfin
https://raw.githubusercontent.com/TheAnonymous/MediaUploader/refs/heads/main/manifest.json | https://github.com/TheAnonymous/MediaUploader
https://raw.githubusercontent.com/TheIntroDB/jellyfin-plugin/main/manifest.json | https://github.com/TheIntroDB/jellyfin-plugin
https://raw.githubusercontent.com/thenchev/jellyfin-show-tracker-plugin/main/manifest.json | https://github.com/thenchev/jellyfin-show-tracker-plugin
https://raw.githubusercontent.com/TheXaman/jellyfin-plugin-languageTags/main/manifest.json | https://github.com/TheXaman/jellyfin-plugin-languageTags
https://raw.githubusercontent.com/thisispivi/JellyfinSleepGuard/main/manifest.json | https://github.com/thisispivi/JellyfinSleepGuard
https://raw.githubusercontent.com/Thomas05000005/MaintenanceDeluxe-jellyfin-plugin/main/manifest.json | https://github.com/Thomas05000005/MaintenanceDeluxe-jellyfin-plugin
https://raw.githubusercontent.com/toastyice/DeoVRDeeplink/master/manifest.json | https://github.com/Toastyice/DeoVRDeeplink
https://raw.githubusercontent.com/Tracearr/Media-Server-SSE/main/manifest.json | https://github.com/Tracearr/Media-Server-SSE
https://raw.githubusercontent.com/tubearchivist/tubearchivist-jf-plugin/master/manifest.json | https://github.com/tubearchivist/tubearchivist-jf-plugin
https://raw.githubusercontent.com/UlysseM/jellyfin-plugin-httpauth/gh-pages/repository.json | https://github.com/UlysseM/jellyfin-plugin-httpauth
https://raw.githubusercontent.com/upchui/Jellyfin-DirectPlayForce/main/manifest.json | https://github.com/upchui/Jellyfin-DirectPlayForce
https://raw.githubusercontent.com/upchui/Jellyfin-GhostLibrary/main/manifest.json | https://github.com/upchui/Jellyfin-GhostLibrary
https://raw.githubusercontent.com/varunaditya-plus/SeerrFin/main/manifest.json | https://github.com/varunaditya-plus/SeerrFin
https://raw.githubusercontent.com/verybadsoldier/jellyfin-plugin-imdbratings/refs/heads/repository/manifest.json | https://github.com/verybadsoldier/jellyfin-plugin-imdbratings
https://raw.githubusercontent.com/verybadsoldier/Jellyfin.Plugin.DateAddedAdvanced/refs/heads/repository/manifest.json | https://github.com/verybadsoldier/Jellyfin.Plugin.DateAddedAdvanced
https://raw.githubusercontent.com/vicvinue/jellyfin-plugin-subtitlecat/main/manifest.json | https://github.com/vicvinue/jellyfin-plugin-subtitlecat
https://raw.githubusercontent.com/Viperinius/jellyfin-plugins/master/manifest.json | https://github.com/Viperinius/jellyfin-plugins
https://raw.githubusercontent.com/voc0der/jellyfin-plugin-imdb-ratings/main/manifest.json | https://github.com/voc0der/jellyfin-plugin-imdb-ratings
https://raw.githubusercontent.com/voc0der/jellyfin-plugin-transcode-guard/main/manifest.json | https://github.com/voc0der/jellyfin-plugin-transcode-guard
https://raw.githubusercontent.com/vosmiic/jellyfin-ani-sync/master/manifest.json | https://github.com/vosmiic/jellyfin-ani-sync/
https://raw.githubusercontent.com/waynedillon220/Jellyfin-Chat/main/manifest.json | https://github.com/waynedillon220/Jellyfin-Chat
https://raw.githubusercontent.com/webbster64/jellyfin-plugin-AnimeMultiSource/main/manifest.json | https://github.com/webbster64/jellyfin-plugin-AnimeMultiSource/
https://raw.githubusercontent.com/williamkray/subfin-plugin/main/jellyfin-plugin-subfin-manifest.json | https://github.com/williamkray/subfin-plugin
https://raw.githubusercontent.com/xiaolee-lab/jellyfin-plugin-strmposter/refs/heads/main/manifest.json | https://github.com/xiaolee-lab/jellyfin-plugin-strmposter
https://raw.githubusercontent.com/yonie/jellyfin-plugin-autoplaylist/main/manifest.json | https://github.com/yonie/jellyfin-plugin-autoplaylist
https://raw.githubusercontent.com/ZL154/AchievementBadges_for_Jellyfin/main/manifest.json | https://github.com/ZL154/AchievementBadges_for_Jellyfin
https://raw.githubusercontent.com/ZL154/jellyfin-plugin-startrack/main/manifest.json | https://github.com/ZL154/jellyfin-plugin-startrack
https://raw.githubusercontent.com/ZL154/jellyfin-projectionist/main/manifest.json | https://github.com/ZL154/jellyfin-projectionist
https://raw.githubusercontent.com/ZL154/JellyfinSecurity/main/manifest.json | https://github.com/ZL154/JellyfinSecurity
https://raw.githubusercontent.com/ZL154/MissingEpisodesJellyfin/main/manifest.json | https://github.com/ZL154/MissingEpisodesJellyfin
https://raw.githubusercontent.com/ztffn/Jellyfin-Roulette/main/manifest.json | https://github.com/ztffn/Jellyfin-Roulette
https://repo.jellyfin.org/files/plugin/manifest.json | https://github.com/jellyfin/jellyfin-meta-plugins
https://repo.xkrivo.net/jellyfin/manifest.json | https://github.com/lyarenei/jellyfin-plugin-applemusic
https://thelastfantasy.github.io/jellyfin-suite/manifest.json | https://github.com/thelastfantasy/jellyfin-suite
https://titlovi.github.io/titlovi-jellyfin/repository.json | https://github.com/Titlovi/titlovi-jellyfin
https://tuimdb.com/jellyfin/manifest.json | https://github.com/b-sullender/Jellyfin.Plugin.TUIMDB
https://wetrakr.github.io/wetrakr-jf/manifest.json | https://github.com/wetrakr/wetrakr-jf 
https://www.iamparadox.dev/jellyfin/plugins/manifest.json | https://github.com/IAmParadox27/jellyfin-plugin-repo
https://xzonn.top/JellyfinPluginDouban/manifest.json | https://github.com/Xzonn/JellyfinPluginDouban
